장소유형코드,대상시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,제한속도,관리기관명,관리기관전화번호,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자,제공기관코드,제공기관명
1,제주시노인복지회관,제주특별자치도,제주시,50110,제주특별자치도 제주시 광양13길 57,제주특별자치도 제주시 이도이동 1128-2,33.5013832,126.5357373,30,자치경찰단,064-710-6413,제주동부경찰서,N,,,2021-10-01,6500000,제주특별자치도
2,제주애덕의 집,제주특별자치도,제주시,50110,제주특별자치도 제주시 기와5길 87,제주특별자치도 제주시 화북이동 5625-5,33.49013508,126.5580728,30,자치경찰단,064-710-6413,제주동부경찰서,N,,,2021-10-01,6500000,제주특별자치도
2,제주장애인요양원,제주특별자치도,제주시,50110,제주특별자치도 제주시 첨단로 202,제주특별자치도 제주시 영평동 2166-1,33.45410345,126.5708829,30,자치경찰단,064-710-6413,제주동부경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,조천리 경로당,제주특별자치도,제주시,50110,제주특별자치도 제주시 조천읍 신북로 262,제주특별자치도 제주시 조천읍 조천리 1220,33.53814693,126.6399665,30,자치경찰단,064-710-6413,제주동부경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,중문요양원,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 일주서로728번길 74,제주특별자치도 서귀포시 중문동 1197-3,33.26225125,126.4341233,50,자치경찰단,064-710-6413,서귀포경찰서,N,,,2021-10-01,6500000,제주특별자치도
2,창암재활원,제주특별자치도,제주시,50110,제주특별자치도 제주시 애월읍 산록서로 482-34,제주특별자치도 제주시 애월읍 유수암리 119,33.406683,126.4160621,30,자치경찰단,064-710-6413,제주서부경찰서,N,,,2021-10-01,6500000,제주특별자치도
2,케어하우스,제주특별자치도,제주시,50110,제주특별자치도 제주시 첨단로 202,제주특별자치도 제주시 영평동 2166-1,33.45410345,126.5708829,30,자치경찰단,064-710-6413,제주동부경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,태흥1리 경로당,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 남원읍 태위로 817,제주특별자치도 서귀포시 남원읍 태흥리 1235-1,33.28343767,126.7331437,30,자치경찰단,064-710-6413,서귀포경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,태흥3리 경로당,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 남원읍 삼덕로 3,제주특별자치도 서귀포시 남원읍 태흥리 119-3,33.29359181,126.7584735,50,자치경찰단,064-710-6413,서귀포경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,토산1리 노인회,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 표선면 중산간동로 5503,제주특별자치도 서귀포시 표선면 토산리 934-1,33.33007912,126.770276,30,자치경찰단,064-710-6413,서귀포경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,평대리 경로당,제주특별자치도,제주시,50110,제주특별자치도 제주시 구좌읍 일주동로 3007,제주특별자치도 제주시 구좌읍 평대리 733,33.52838728,126.8427599684,50,자치경찰단,064-710-6413,제주동부경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,평대리동동 경로당,제주특별자치도,제주시,50110,제주특별자치도 제주시 구좌읍 일주동로 3080,제주특별자치도 제주시 구좌읍 평대리 362,33.5243484,126.8487004,50,자치경찰단,064-710-6413,제주동부경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,평안전문요양원,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 토평로 172,제주특별자치도 서귀포시 토평동 1702-1,33.28156163,126.5887717,50,자치경찰단,064-710-6413,서귀포경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,성지요양원,제주특별자치도,제주시,50110,제주특별자치도 제주시 통물길 122,제주특별자치도 제주시 외도일동 132-2,33.48253799,126.4378471,30,자치경찰단,064-710-6413,제주서부경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,세화1리 경로당,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 표선면 세성로 302,제주특별자치도 서귀포시 표선면 세화리 1123-8,33.33212223,126.7979944,30,자치경찰단,064-710-6413,서귀포경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,세화2리 경로당,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 표선면 세화로26번길 33,제주특별자치도 서귀포시 표선면 세화리 1510,33.30733925,126.8012319,50,자치경찰단,064-710-6413,서귀포경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,세화3리 경로당,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 표선면 세화로 168,제주특별자치도 서귀포시 표선면 세화리 1652-3,33.31884954,126.7901576,30,자치경찰단,064-710-6413,서귀포경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,세화요양원,제주특별자치도,제주시,50110,제주특별자치도 제주시 구좌읍 세화서길 7-1,제주특별자치도 제주시 구좌읍 세화리 1558-1,33.52197875,126.8528362,30,자치경찰단,064-710-6413,제주동부경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,온석동 충효회관,충청남도,서산시,44210,충청남도 서산시 서령로 298,,36.80292359,126.4742564,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
2,송죽원,제주특별자치도,제주시,50110,제주특별자치도 제주시 애월읍 하소로 747-23,제주특별자치도 제주시 애월읍 유수암리 2820,33.42013272,126.3978513,30,자치경찰단,064-710-6413,제주서부경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,신례2리 경로당,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 남원읍 공천포로 69-1,제주특별자치도 서귀포시 남원읍 신례리 87-1,33.26508879,126.6407776,50,자치경찰단,064-710-6413,서귀포경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,신창상동 경로당,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 신한로 41,제주특별자치도 제주시 한경면 신창리 169-1,33.34864452,126.1870722,30,자치경찰단,064-710-6413,제주서부경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,신천리 경로당,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 성산읍 신천로 26,제주특별자치도 서귀포시 성산읍 신천리 266-3,33.3443728,126.8522237,30,자치경찰단,064-710-6413,서귀포경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,신평리 경로당,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 대정읍 중산간서로 2610,제주특별자치도 서귀포시 대정읍 신평리 367-3,33.26530291,126.2591082,30,자치경찰단,064-710-6413,서귀포경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,신풍리 사무소,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 성산읍 신풍상동로 4,제주특별자치도 서귀포시 성산읍 신풍리 726-1,33.36139893,126.8352691,30,자치경찰단,064-710-6413,서귀포경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,신흥2리 복지타운,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 남원읍 중산간동로 5807,제주특별자치도 서귀포시 남원읍 신흥리 1756-1,33.32113695,126.7456047,30,자치경찰단,064-710-6413,서귀포경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,신흥리 경로당,제주특별자치도,제주시,50110,제주특별자치도 제주시 조천읍 신흥로 40,제주특별자치도 제주시 조천읍 신흥리 144-1,33.54707037,126.652311,30,자치경찰단,064-710-6413,제주동부경찰서,N,,,2021-10-01,6500000,제주특별자치도
2,아가의집,제주특별자치도,제주시,50110,제주특별자치도 제주시 조천읍 함와로 267-5,제주특별자치도 제주시 조천읍 함덕리 20-2,33.51631905,126.6789479,30,자치경찰단,064-710-6413,제주동부경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,아라요양병원,제주특별자치도,제주시,50110,제주특별자치도 제주시 한북로 309,제주특별자치도 제주시 아라일동 1960-5,33.45652998,126.5468752,30,자치경찰단,064-710-6413,제주동부경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,어음1리 복지회관,제주특별자치도,제주시,50110,제주특별자치도 제주시 애월읍 어림비로 184,제주특별자치도 제주시 애월읍 어음리 3648-1,33.41698657,126.3304594,30,자치경찰단,064-710-6413,제주서부경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,영평상동 마을회관,제주특별자치도,제주시,50110,제주특별자치도 제주시 아봉로 248,제주특별자치도 제주시 영평동 1883-2,33.47646134,126.5681129,30,자치경찰단,064-710-6413,제주동부경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,오등동 경로당,제주특별자치도,제주시,50110,제주특별자치도 제주시 아연로 443,제주특별자치도 제주시 오등동 611-1,33.47518199,126.5275597,30,자치경찰단,064-710-6413,제주동부경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,오등상동 경로당,제주특별자치도,제주시,50110,제주특별자치도 제주시 한북로 233,제주특별자치도 제주시 오등동 264-1,33.45957731,126.5398757,30,자치경찰단,064-710-6413,제주동부경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,오조리사무소,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 성산읍 오조로 85,제주특별자치도 서귀포시 성산읍 오조리 155-1,33.46148582,126.914987,30,자치경찰단,064-710-6413,서귀포경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,용강동 경로당,제주특별자치도,제주시,50110,제주특별자치도 제주시 아봉로 549,제주특별자치도 제주시 용강동 1276-1,33.47709021,126.5858684,30,자치경찰단,064-710-6413,제주동부경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,용당리 경로당,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 일주서로 4117,제주특별자치도 제주시 한경면 용수리 1052,33.3339089,126.1811543,50,자치경찰단,064-710-6413,제주서부경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,용흥리경로당,제주특별자치도,제주시,50110,제주특별자치도 제주시 애월읍 신용로 142,제주특별자치도 제주시 애월읍 신엄리 1818-1,33.45895861,126.3692976,30,자치경찰단,064-710-6413,제주서부경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,월령리사무소,제주특별자치도,제주시,50110,제주특별자치도 제주시 한림읍 월령1길 11,제주특별자치도 제주시 한림읍 월령리 424-1,33.37598134,126.2156491,50,자치경찰단,064-710-6413,제주서부경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,월림리 경로당,제주특별자치도,제주시,50110,제주특별자치도 제주시 한림읍 중산간서로 3876,제주특별자치도 제주시 한림읍 월림리 2351-1,33.34977321,126.2567852,30,자치경찰단,064-710-6413,제주서부경찰서,N,,,2021-10-01,6500000,제주특별자치도
1,오사2리 생동노인회관,충청남도,서산시,44210,충청남도 서산시 성연면 생동사동길 27,,36.83458988,126.4383648,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,거성3리 경로당,충청남도,서산시,44210,충청남도 서산시 운산면 홍안벌로 489,,36.757663,126.5317426,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,읍내3리 경로당,충청남도,서산시,44210,충청남도 서산시 해미면 동문3길 6,,36.7117217,126.552039,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,신송1리 경로회관,충청남도,서산시,44210,충청남도 서산시 고북면 새솔1길 12,,36.653854,126.531308,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,갈산3통 경로당,충청남도,서산시,44210,충청남도 서산시 갈산1길 117,,36.79925836,126.435035,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,동문1통 경로당,충청남도,서산시,44210,충청남도 서산시 대사동1로 39-1,,36.78547335,126.4531842,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,동문35통 경로당,충청남도,서산시,44210,충청남도 서산시 서령로 107,,36.79104402,126.4591095,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,남해군 창선면 종합복지관,경상남도,남해군,48840,경상남도 남해군 창선면 옥천로 7,,34.85486857,128.0123878,30,경상남도 남해군,055-860-3315,남해군경찰서,N,,5,2021-09-28,5430000,경상남도 남해군
1,삼동면 종합복지회관,경상남도,남해군,48840,경상남도 남해군 삼동면 동부대로 1830,,34.83004596,128.0027181,30,경상남도 남해군,055-860-3315,남해군경찰서,N,,6,2021-09-28,5430000,경상남도 남해군
1,남면 남구경로당,경상남도,남해군,48840,경상남도 남해군 남면 고실로2번길 1,,34.78505821,127.869445,30,경상남도 남해군,055-860-3315,남해군경찰서,Y,1,6,2021-09-28,5430000,경상남도 남해군
1,섬호경로당,경상남도,남해군,48840,경상남도 남해군 남해읍 강진만로 160,,34.8309175,127.923666,30,경상남도 남해군,055-860-3315,남해군경찰서,N,,5~6,2021-09-28,5430000,경상남도 남해군
1,동갈화경로당,경상남도,남해군,48840,경상남도 남해군 고현면 남서대로 2984-1,,34.89433069,127.8379579,30,경상남도 남해군,055-860-3315,남해군경찰서,N,,6,2021-09-28,5430000,경상남도 남해군
1,홍현1리경로당,경상남도,남해군,48840,경상남도 남해군 남면 남면로 326,,34.74696356,127.9073006,30,경상남도 남해군,055-860-3315,남해군경찰서,N,,5,2021-09-28,5430000,경상남도 남해군
1,설천종합복지회관,경상남도,남해군,48840,경상남도 남해군 설천면 설천로 674,,34.92284549,127.9155095,30,경상남도 남해군,055-860-3315,남해군경찰서,N,,6,2021-09-28,5430000,경상남도 남해군
1,파주시 노인복지관,경기도,파주시,41480,경기도 파주시 가나무로 130 (금능동),경기도 파주시 금릉동 428,37.7538401,126.7798096,30,경기도 파주시,031-940-5792,파주경찰서,Y,1,24,2021-09-16,4060000,경기도 파주시
1,발랑리 경로당,경기도,파주시,41480,경기도 파주시 광탄면 부흥로 402,경기도 파주시 광탄면 발랑리 469-8,37.80380555,126.8916693,30,경기도 파주시,031-940-5792,파주경찰서,N,,8,2021-09-16,4060000,경기도 파주시
1,갈현1리 경로당,경기도,파주시,41480,경기도 파주시 탄현면 평화로 589,경기도 파주시 탄현면 갈현리 322-40,37.773321,126.7193173,30,경기도 파주시,031-940-5792,파주경찰서,Y,1,8~20,2021-09-16,4060000,경기도 파주시
1,검전리 경로당,경기도,파주시,41480,경기도 파주시 광탄면 혜음로 1444,경기도 파주시 광탄면 방축리 351-4,37.80941462,126.8493294,30,경기도 파주시,031-940-5792,파주경찰서,N,,8,2021-09-16,4060000,경기도 파주시
1,금곡2리 경로당,경기도,파주시,41480,경기도 파주시 법원읍 술이홀로 1319,경기도 파주시 법원읍 금곡리 336-21,37.88516719,126.8777732,30,경기도 파주시,031-940-5792,파주경찰서,N,,8,2021-09-16,4060000,경기도 파주시
1,도내3리 경로당,경기도,파주시,41480,경기도 파주시 월롱면 정문로 478,경기도 파주시 월롱면 도내리 438-4,37.7990145,126.8183001,30,경기도 파주시,031-940-5792,파주경찰서,N,,10,2021-09-16,4060000,경기도 파주시
1,율곡4리 경로당,경기도,파주시,41480,경기도 파주시 파평면 장승배기로 184,경기도 파주시 파평면 율곡리 279-3,37.88129544,126.8150412,30,경기도 파주시,031-940-5792,파주경찰서,N,,8,2021-09-16,4060000,경기도 파주시
1,영장1리 경로당,경기도,파주시,41480,경기도 파주시 광탄면 기산로 94,경기도 파주시 광탄면 영장리 244-9,37.77551356,126.9084046,30,경기도 파주시,031-940-5792,파주경찰서,N,,8,2021-09-16,4060000,경기도 파주시
1,금파2리 경로당,경기도,파주시,41480,경기도 파주시 파평면 금마루4길 8,경기도 파주시 파평면 금파리 398-16,37.9303412,126.834838,30,경기도 파주시,031-940-5792,파주경찰서,N,,10,2021-09-16,4060000,경기도 파주시
1,대동리 경로당,경기도,파주시,41480,경기도 파주시 탄현면 새오리로 325,경기도 파주시 탄현면 대동리 716,37.8111093,126.690174,30,경기도 파주시,031-940-5792,파주경찰서,N,,8,2021-09-16,4060000,경기도 파주시
1,덕천리 경로당,경기도,파주시,41480,경기도 파주시 파평면 청송로610번길 11,경기도 파주시 파평면 덕천리 111-44,37.94040611,126.876465,30,경기도 파주시,031-940-5792,파주경찰서,N,,10,2021-09-16,4060000,경기도 파주시
1,도내4리 경로당,경기도,파주시,41480,경기도 파주시 월롱면 외도감길 3,경기도 파주시 월롱면 도내리 258-1,37.7884935,126.8209527,30,경기도 파주시,031-940-5792,파주경찰서,N,,8,2021-09-16,4060000,경기도 파주시
1,성동리 경로당,경기도,파주시,41480,경기도 파주시 탄현면 새오리로 71,경기도 파주시 탄현면 성동리 82-5,37.7906387,126.685215,30,경기도 파주시,031-940-5792,파주경찰서,N,,7,2021-09-16,4060000,경기도 파주시
1,율포리 경로당,경기도,파주시,41480,경기도 파주시 적성면 율곡로2536번길 13,경기도 파주시 적성면 율포리 158-2,37.97792825,126.9567662,30,경기도 파주시,031-940-5792,파주경찰서,Y,1,10,2021-09-16,4060000,경기도 파주시
1,낙하리 경로당,경기도,파주시,41480,경기도 파주시 탄현면 동오리길 143,경기도 파주시 탄현면 낙하리 221-6,37.8373428,126.737985,30,경기도 파주시,031-940-5792,파주경찰서,N,,6,2021-09-16,4060000,경기도 파주시
1,온석동 충효회관,충청남도,서산시,44210,충청남도 서산시 서령로 298,,36.80292359,126.4742564,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,고남2리 여자경로당,충청남도,서산시,44210,충청남도 서산시 성연면 가재미길 122,,36.81954089,126.432113,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,호3리 경로당,충청남도,서산시,44210,충청남도 서산시 팔봉면 팔봉1로 736-3,,36.82861057,126.328644,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,호2리 경로당,충청남도,서산시,44210,충청남도 서산시 팔봉면 범머리길 186,,36.8423037,126.3331214,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,고풍 경로당,충청남도,서산시,44210,충청남도 서산시 운산면 고풍1길 6,,36.774853,126.6270968,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,고색동 경로당,충청남도,서산시,44210,충청남도 서산시 운산면 고풍2길 2,,36.77768601,126.613529,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,중왕2리 경로당,충청남도,서산시,44210,충청남도 서산시 지곡면 중왕2길 1,,36.87381184,126.3795089,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,장현2리 경로당,충청남도,서산시,44210,충청남도 서산시 지곡면 문현로 606,,36.8569112,126.4078161,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,대요1리 마을회관,충청남도,서산시,44210,충청남도 서산시 지곡면 대요한우물길 17,,36.89170355,126.4381231,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,삼송2리 경로당,충청남도,서산시,44210,충청남도 서산시 해미면 삼송솔티길 18-4,,36.7422525,126.5578664,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,유계1리 마을회관,충청남도,서산시,44210,충청남도 서산시 음암면 유계1길 103-25,,36.7658572,126.5209857,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,문양1리 마을회관,충청남도,서산시,44210,충청남도 서산시 음암면 문양1길 252,,36.83404039,126.5123236,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,성암리 마을회관,충청남도,서산시,44210,충청남도 서산시 음암면 진뫼길 141-17,,36.7754309,126.5252732,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,양대3통 마을회관,충청남도,서산시,44210,충청남도 서산시 양대9길 1,,36.7309136307,126.4482429497,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,동문41통 경로당,충청남도,서산시,44210,충청남도 서산시 학동11로 24,,36.78552488,126.462194,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,잠홍2통 마을회관,충청남도,서산시,44210,충청남도 서산시 잠곡3길 93,,36.79199571,126.4818064,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,신정2리 마을회관,충청남도,서산시,44210,충청남도 서산시 고북면 신정2로 114,,36.69730434,126.5075098,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,사기리 경로당,충청남도,서산시,44210,충청남도 서산시 고북면 고북4로 467,,36.6521258,126.4903187,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,도성3리 마을회관,충청남도,서산시,44210,충청남도 서산시 지곡면 도성1길 19,,36.88410438,126.4118122,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,운산1리 경로당,충청남도,서산시,44210,충청남도 서산시 대산읍 망일산로 622-70,,36.95609352,126.4517287,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,지산1리 경로당,충청남도,서산시,44210,충청남도 서산시 부석면 인정로 432,,36.67688244,126.4160337,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,호1리 경로당,충청남도,서산시,44210,충청남도 서산시 팔봉면 범머리길 361,,36.85651957,126.3383308266,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,무장3리 경로당,충청남도,서산시,44210,충청남도 서산시 지곡면 무장부사동길 11-3,,36.8450176,126.4570388,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,행복누림실버복지센터,울산광역시,중구,36900,울산광역시 중구 성안2길 22-12(성안동),울산광역시 중구 성안동 518-11,35.57227747,129.3169275,30,울산광역시 중구,052-290-3960,울산중부경찰서,N,0,9,2021-09-27,3690000,울산광역시 중구
1,손골경로당,울산광역시,중구,36900,울산광역시 중구 손골9길 46(복산동),울산광역시 중구 복산동 704-2,35.56490161,129.3230008,30,울산광역시 중구,052-290-3960,울산중부경찰서,N,0,8,2021-09-27,3690000,울산광역시 중구
1,동동경로당,울산광역시,중구,36900,울산광역시 중구 병영9길 5(동동),울산광역시 중구 동동 683,35.57343277,129.3464387,30,울산광역시 중구,052-290-3960,울산중부경찰서,N,0,4,2021-09-27,3690000,울산광역시 중구
1,양지큰사랑 노인복지센터,울산광역시,중구,36900,울산광역시 중구 함월1길 37(성안동),울산광역시 중구 성안동 877-2,35.57285527,129.3105766,30,울산광역시 중구,052-290-3960,울산중부경찰서,N,0,8,2021-09-27,3690000,울산광역시 중구
1,효자실버요양원,울산광역시,중구,36901,울산광역시 중구 성안1길 169(성안동),울산광역시 중구 성안동 409-3,35.5800332853,129.3259216035,30,울산광역시 중구,052-290-3960,울산중부경찰서,N,0,9,2021-09-27,3690000,울산광역시 중구
1,백정애건강실버타운,울산광역시,중구,36902,울산광역시 중구 백양로 205(성안동),울산광역시 중구 성안동 406-10,35.5804015125,129.3237334584,30,울산광역시 중구,052-290-3960,울산중부경찰서,N,0,10,2021-09-27,3690000,울산광역시 중구
1,동문81통 경로당,충청남도,서산시,44210,충청남도 서산시 효행4로 7-2,,36.7782111,126.454494,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,동문82통 경로당,충청남도,서산시,44210,충청남도 서산시 한마음15로 63-1,,36.7759508,126.4556324,30,충청남도 서산시청,041-660-2735,서산경찰서,Y,,,2020-06-26,4530000,충청남도 서산시
1,주공3단지 경로당,충청남도,서산시,44210,충청남도 서산시 서해로 3456,,36.77244978,126.4617003232,30,충청남도 서산시청,041-660-2735,서산경찰서,Y,,,2020-06-26,4530000,충청남도 서산시
